act,scene,player,text
V,I,THESEUS,"That you should think, we come not to offend,"
V,I,THESEUS,"But with good will. To show our simple skill,"
V,I,THESEUS,That is the true beginning of our end.
V,I,THESEUS,Consider then we come but in despite.
V,I,THESEUS,"We do not come as minding to contest you,"
V,I,THESEUS,Our true intent is. All for your delight
V,I,THESEUS,"We are not here. That you should here repent you,"
V,I,THESEUS,The actors are at hand and by their show
V,I,THESEUS,You shall know all that you are like to know.
V,I,LYSANDER,She hath rid his prologue like a rough colt; he knows not the stop.
V,I,HIPPOLYTA,"Indeed she hath played on her prologue like a child on a recorder; a sound, but not in government."
V,I,THESEUS,Who is next?
V,I,StageDirection,"Enter Pyramus and Thisbe, Wall, Moonshine, and Lion"
V,I,THESEUS,"Gentles, perchance you wonder at this show;"
V,I,THESEUS,"But wonder on, till truth make all things plain."
V,I,THESEUS,"This man is Pyramus, if you would know;"
V,I,THESEUS,This beauteous lady Thisbe is certain.
V,I,THESEUS,"This man, with lime and rough-cast, doth present"
V,I,THESEUS,"Wall, that vile Wall which did these lovers sunder;"
V,I,THESEUS,"And through Wall's chink, poor souls, they are content"
V,I,THESEUS,To whisper. At the which let no man wonder.
V,I,THESEUS,"This man, with lanthorn, dog, and bush of thorn,"
V,I,THESEUS,"Presenteth Moonshine; for, if you will know,"
V,I,THESEUS,By moonshine did these lovers think no scorn
V,I,THESEUS,"To meet at Ninus' tomb, there, there to woo."
V,I,THESEUS,"This grisly beast, which Lion hight by name,"
V,I,THESEUS,"The trusty Thisbe, coming first by night,"
V,I,THESEUS,"Did scare away, or rather did affright;"
V,I,THESEUS,"And, as she fled, her mantle she did fall,"
V,I,THESEUS,Which Lion vile with bloody mouth did stain.
V,I,THESEUS,"Anon comes Pyramus, sweet youth and tall,"
V,I,THESEUS,And finds his trusty Thisbe's mantle slain:
V,I,THESEUS,"Whereat, with blade, with bloody blameful blade,"
V,I,THESEUS,He bravely broach'd is boiling bloody breast;
V,I,THESEUS,"And Thisbe, tarrying in mulberry shade,"
V,I,THESEUS,"His dagger drew, and died. For all the rest,"
V,I,THESEUS,"Let Lion, Moonshine, Wall, and lovers twain"
V,I,THESEUS,"At large discourse, while here they do remain."
V,I,StageDirection,"Exeunt Prologue, Thisbe, Lion, and Moonshine"
V,I,THESEUS,I wonder if the lion be to speak.
V,I,DEMETRIUS,"No wonder, my lord: one lion may, when many asses do."
V,I,DEMETRIUS,In this same interlude it doth befall
V,I,DEMETRIUS,"That I, one Snout by name, present a wall;"
V,I,DEMETRIUS,"And such a wall, as I would have you think,"
V,I,DEMETRIUS,"That had in it a crannied hole or chink,"
V,I,DEMETRIUS,"Through which the lovers, Pyramus and Thisbe,"
V,I,DEMETRIUS,Did whisper often very secretly.
V,I,DEMETRIUS,"This loam, this rough-cast and this stone doth show"
V,I,DEMETRIUS,That I am that same wall; the truth is so:
V,I,DEMETRIUS,"And this the cranny is, right and sinister,"
V,I,DEMETRIUS,Through which the fearful lovers are to whisper.
V,I,THESEUS,Would you desire lime and hair to speak better?
V,I,DEMETRIUS,"It is the wittiest partition that ever I heard discourse, my lord."
V,I,StageDirection,Enter Pyramus
V,I,THESEUS,Pyramus draws near the wall: silence\!
V,I,THESEUS,O grim-look'd night\! O night with hue so black\!
V,I,THESEUS,"O night, which ever art when day is not\!"
V,I,THESEUS,"O night, O night\! alack, alack, alack,"
V,I,THESEUS,I fear my Thisbe's promise is forgot\!
V,I,THESEUS,"And thou, O wall, O sweet, O lovely wall,"
V,I,THESEUS,That stand'st between her father's ground and mine\!
V,I,THESEUS,"Thou wall, O wall, O sweet and lovely wall,"
V,I,THESEUS,"Show me thy chink, to blink through with mine eyne\!"
V,I,StageDirection,Wall holds up his fingers
V,I,THESEUS,"Thanks, courteous wall: Jove shield thee well for this\!"
V,I,THESEUS,But what see I? No Thisbe do I see.
V,I,THESEUS,"O wicked wall, through whom I see no bliss\!"
V,I,THESEUS,Cursed be thy stones for thus deceiving me\!
V,I,THESEUS,"The wall, methinks, being sensible, should curse again."
V,I,THESEUS,"No, in truth, sir, he should not. 'Deceiving me' is Thisbe's cue: she is to enter now, and I am to spy her through the wall. You shall see, it will fall pat as I told you. Yonder she comes."
V,I,StageDirection,Enter Thisbe
V,I,THESEUS,"O wall, full often hast thou heard my moans,"
V,I,THESEUS,For parting my fair Pyramus and me\!
V,I,THESEUS,"My cherry lips have often kiss'd thy stones,"
V,I,THESEUS,Thy stones with lime and hair knit up in thee.
V,I,THESEUS,"I see a voice: now will I to the chink,"
V,I,THESEUS,To spy an I can hear my Thisbe's face. Thisbe\!
V,I,THESEUS,"My love thou art, my love I think."
V,I,THESEUS,"Think what thou wilt, I am thy lover's grace;"
V,I,THESEUS,"And, like Limander, am I trusty still."
V,I,THESEUS,"And I like Helen, till the Fates me kill."
V,I,THESEUS,O kiss me through the hole of this vile wall\!
V,I,THESEUS,"I kiss the wall's hole, not your lips at all."
V,I,THESEUS,Wilt thou at Ninny's tomb meet me straightway?
V,I,THESEUS,"'Tide life, 'tide death, I come without delay."
V,I,StageDirection,Exeunt Pyramus and Thisbe
V,I,THESEUS,"Thus have I, Wall, my part discharged so;"
V,I,THESEUS,"And, being done, thus Wall away doth go."
V,I,StageDirection,Exit
V,I,THESEUS,Now is the mural down between the two neighbours.
V,I,DEMETRIUS,"No remedy, my lord, when walls are so wilful to hear without warning."
V,I,HIPPOLYTA,This is the silliest stuff that ever I heard.
V,I,THESEUS,"The best in this kind are but shadows; and the worst are no worse, if imagination amend them."
V,I,HIPPOLYTA,"It must be your imagination then, and not theirs."
V,I,THESEUS,"If we imagine no worse of them than they of themselves, they may pass for excellent men. Here come two noble beasts in, a man and a lion."
V,I,StageDirection,Enter Lion and Moonshine
V,I,THESEUS,"You, ladies, you, whose gentle hearts do fear"
V,I,THESEUS,"The smallest monstrous mouse that creeps on floor,"
V,I,THESEUS,"May now perchance both quake and tremble here,"
V,I,THESEUS,When lion rough in wildest rage doth roar.
V,I,THESEUS,"Then know that I, one Snug the joiner, am"
V,I,THESEUS,"A lion-fell, nor else no lion's dam;"
V,I,THESEUS,"For, if I should as lion come in strife"
V,I,THESEUS,"Into this place, 'twere pity on my life."
V,I,THESEUS,"A very gentle beast, of a good conscience."
V,I,DEMETRIUS,"The very best at a beast, my lord, that e'er I saw."
V,I,THESEUS,Let us listen to the moon.
V,I,THESEUS,This lanthorn doth the horned moon present;--
V,I,THESEUS,This lanthorn doth the horned moon present;
V,I,THESEUS,Myself the man i' the moon do seem to be.
V,I,THESEUS,The man should be put into the lanthorn. How is it else the man i' the moon?
V,I,DEMETRIUS,He dares not come there for the candle.
V,I,HIPPOLYTA,I am aweary of this moon: would he would change\!
V,I,THESEUS,"It appears, by his small light of discretion, that he is in the wane; but yet, in courtesy, in all reason, we must stay the time."
V,I,LYSANDER,"Proceed, Moon."
V,I,LYSANDER,"All that I have to say, is, to tell you that the lanthorn is the moon; I, the man in the moon; this thorn-bush, my thorn-bush; and this dog, my dog."
V,I,DEMETRIUS,"Why, all these should be in the lanthorn; for all these are in the moon. But, silence\! here comes Thisbe."
V,I,StageDirection,Enter Thisbe
V,I,DEMETRIUS,This is old Ninny's tomb. Where is my love?
V,I,DEMETRIUS,O\!  (*Roars\!\!\!)*
V,I,StageDirection,Thisbe runs off
V,I,DEMETRIUS,"Well roared, Lion."
V,I,THESEUS,"Well run, Thisbe."
V,I,HIPPOLYTA,"Well shone, Moon. Truly, the moon shines with a good grace."
V,I,StageDirection,"The Lion shakes Thisbe's mantle, and exits."
V,I,THESEUS,"Well moused, Lion."
V,I,LYSANDER,And so the lion vanished.
V,I,DEMETRIUS,And then came Pyramus.
V,I,StageDirection,Enter Pyramus
V,I,DEMETRIUS,"Sweet Moon, I thank thee for thy sunny beams;"
V,I,DEMETRIUS,"I thank thee, Moon, for shining now so bright;"
V,I,DEMETRIUS,"For, by thy gracious, golden, glittering gleams,"
V,I,DEMETRIUS,I trust to take of truest Thisbe sight.
V,I,DEMETRIUS,"But stay, O spite\!"
V,I,DEMETRIUS,"But mark, poor knight,"
V,I,DEMETRIUS,What dreadful dole is here\!
V,I,DEMETRIUS,"Eyes, do you see?"
V,I,DEMETRIUS,How can it be?
V,I,DEMETRIUS,O dainty duck\! O dear\!
V,I,DEMETRIUS,"Thy mantle good,"
V,I,DEMETRIUS,"What, stain'd with blood\!"
V,I,DEMETRIUS,"Approach, ye Furies fell\!"
V,I,DEMETRIUS,"Quail, crush, conclude, and quell\!"
V,I,THESEUS,"This passion, and the death of a dear friend, would go near to make a man look sad."
V,I,HIPPOLYTA,"Beshrew my heart, but I pity the man."
V,I,HIPPOLYTA,"O wherefore, Nature, didst thou lions frame?"
V,I,HIPPOLYTA,Since lion vile hath here deflower'd my dear:
V,I,HIPPOLYTA,"Which is--no, no--which was the fairest dame--"
V,I,HIPPOLYTA,"Come, tears, confound;"
V,I,HIPPOLYTA,"Out, sword, and wound"
V,I,HIPPOLYTA,The pap of Pyramus;
V,I,HIPPOLYTA,"Ay, that left pap,"
V,I,HIPPOLYTA,Where heart doth hop:     		*Stabs himself*
V,I,HIPPOLYTA,"Thus die I, thus, thus, thus."
V,I,HIPPOLYTA,"Now am I dead,"
V,I,HIPPOLYTA,Now am I fled;
V,I,HIPPOLYTA,My soul is in the sky:
V,I,HIPPOLYTA,"Tongue, lose thy light;"
V,I,HIPPOLYTA,Moon take thy flight.                  	*Exit Moonshine*
V,I,HIPPOLYTA,"Now die, die, die, die, die.           	*Dies*"
V,I,THESEUS,"With the help of a surgeon he might yet recover, and prove an ass."
V,I,HIPPOLYTA,How chance Moonshine is gone before Thisbe comes back and finds her lover?
V,I,THESEUS,She will find him by starlight. Here she comes; and her passion ends the play.
V,I,StageDirection,Re-enter Thisbe
V,I,DEMETRIUS,"A mote will turn the balance, which Pyramus, which Thisbe, is the better; he for a man, God warrant us; she for a woman, God bless us."
V,I,LYSANDER,She hath spied him already with those sweet eyes.
V,I,LYSANDER,"Asleep, my love?"
V,I,LYSANDER,"What, dead, my dove?"
V,I,LYSANDER,"O Pyramus, arise\!"
V,I,LYSANDER,"Speak, speak. Quite dumb?"
V,I,LYSANDER,"Dead, dead? A tomb"
V,I,LYSANDER,Must cover thy sweet eyes.
V,I,LYSANDER,"These lily lips,"
V,I,LYSANDER,"This cherry nose,"
V,I,LYSANDER,"These yellow cowslip cheeks,"
V,I,LYSANDER,"Are gone, are gone:"
V,I,LYSANDER,"Lovers, make moan:"
V,I,LYSANDER,His eyes were green as leeks.
V,I,LYSANDER,"O Sisters Three,"
V,I,LYSANDER,"Come, come to me,"
V,I,LYSANDER,With hands as pale as milk;
V,I,LYSANDER,"Lay them in gore,"
V,I,LYSANDER,Since you have shore
V,I,LYSANDER,With shears his thread of silk.
V,I,LYSANDER,"Tongue, not a word:"
V,I,LYSANDER,"Come, trusty sword;"
V,I,LYSANDER,"Come, blade, my breast imbrue:   	*Stabs \[her\]self*"
V,I,LYSANDER,"And, farewell, friends;"
V,I,LYSANDER,Thus Thisbe ends:
V,I,LYSANDER,"Adieu, adieu, adieu.                      	*Dies*"
V,I,THESEUS,Moonshine and Lion are left to bury the dead.
V,I,DEMETRIUS,"Ay, and Wall too."
V,I,BOTTOM,"\[*Starting up*\] No assure you; the wall is down. Will it please you to see the epilogue, or to hear a Bergomask dance of our company?"
V,I,THESEUS,"No epilogue, I pray you; for your play needs no excuse. Never excuse; for when the players are all dead, there needs none to be blamed. T’was very notably discharged. But come, your Bergomask: let your"
V,I,THESEUS,epilogue alone.
V,I,StageDirection,"A dance, and the players exit."
V,I,THESEUS,The iron tongue of midnight hath told twelve:
V,I,THESEUS,"Lovers, to bed; 'tis almost fairy time."
V,I,THESEUS,I fear we shall out-sleep the coming morn
V,I,THESEUS,As much as we this night have overwatch'd.
V,I,THESEUS,"Sweet friends, to bed."
V,I,StageDirection,Exeunt
V,I,StageDirection,Enter PUCK
V,I,PUCK,"Now the hungry lion roars,"
V,I,PUCK,And the wolf behowls the moon;
V,I,PUCK,"Whilst the heavy ploughman snores,"
V,I,PUCK,All with weary task fordone.
V,I,PUCK,Now it is the time of night
V,I,PUCK,"That the graves all gaping wide,"
V,I,PUCK,"Every one lets forth his sprite,"
V,I,PUCK,In the church-way paths to glide:
V,I,PUCK,"And we fairies, that do run"
V,I,PUCK,"By the triple Hecate's team,"
V,I,PUCK,"From the presence of the sun,"
V,I,PUCK,"Following darkness like a dream,"
V,I,PUCK,Now are frolic: not a mouse
V,I,PUCK,Shall disturb this hallow'd house:
V,I,PUCK,"I am sent with broom before,"
V,I,PUCK,To sweep the dust behind the door.
V,I,StageDirection,Enter OBERON and TITANIA with all their train.
V,I,OBERON,"Through the house give glimmering light,"
V,I,OBERON,By the dead and drowsy fire:
V,I,OBERON,Every elf and fairy sprite
V,I,OBERON,Hop as light as bird from brier.
V,I,TITANIA,"First, rehearse your song by rote,"
V,I,TITANIA,To each word a warbling note.
V,I,TITANIA,"Hand in hand, with fairy grace,"
V,I,TITANIA,"Will we sing, and bless this place."
V,I,StageDirection,Song and dance
V,I,OBERON,"Now, until the break of day,"
V,I,OBERON,Through this house each fairy stray.
V,I,OBERON,"And each several chamber bless,"
V,I,OBERON,"Through this palace, with sweet peace;"
V,I,OBERON,So shall all the couples three
V,I,OBERON,Ever true in loving be.
V,I,OBERON,"With this field-dew consecrate,"
V,I,OBERON,Every fairy take his gait;
V,I,OBERON,Trip away; make no stay;
V,I,OBERON,Meet me all by break of day.
V,I,StageDirection,"Exeunt OBERON, TITANIA, and train."
V,I,PUCK,"If we shadows have offended,"
V,I,PUCK,"Think but this, and all is mended,"
V,I,PUCK,That you have but slumber'd here
V,I,PUCK,While these visions did appear.
V,I,PUCK,"And this weak and idle theme,"
V,I,PUCK,"No more yielding but a dream,"
V,I,PUCK,"Gentles, do not reprehend:"
V,I,PUCK,"if you pardon, we will mend:"
V,I,PUCK,"And, as I am an honest Puck,"
V,I,PUCK,If we have unearned luck
V,I,PUCK,"Now to 'scape the serpent's tongue,"
V,I,PUCK,We will make amends ere long;
V,I,PUCK,Else the Puck a liar call;
V,I,PUCK,"So, good night unto you all."
V,I,PUCK,"Give me your hands, if we be friends,"
V,I,PUCK,And Robin shall restore amends.
