play,author,act,scene,player,text,annotation,highlight,cutting,revision
,,1,10,,Can lay on nature is a paradise,"Claudio is essentially saying here that no matter how bad life gets, even in the face of ""age, ache, penury, and imprisonment,"" it's a paradise compared to the unknown of death.","That age, ache, penury, and imprisonment",,
,,1,10,,To what we fear of death.,ibid1,,,
,,1,10,ISABEL,"Alas, alas!",,,,
,,1,10,CLAUDIO,"Sweet sister, let me live!",Claudio is scared.,let me live,,
,,1,10,,"What sin you do to save a brother's life,",,,,
,,1,10,,"Nature dispenses with the deed so far,",**Dispenses with** means forgives.,dispenses with,,
,,1,10,,That it becomes a virtue.,,,,
,,1,10,ISABEL,"O, you beast!",,,,
,,1,10,,"O faithless coward, O dishonest wretch,",,,,
,,1,10,,Wilt thou be made a man out of my vice?,"The phrase ""be made a man"" in this case refers to Claudio being given the gift of life once again, but the presence of the word ""man"" here should probably not be considered an accident.",be made a man,,
,,1,10,,Is't not a kind of incest to take life,,,,
,,1,10,,From thine own sister's shame? What should I think?,,,,
,,1,10,,"God shield my mother played my father fair,","Isabel says that she could never be related to someone as ""faithless"" and ""dishonest"" as Claudio, suggesting that her mother cheated on her father and gave birth to someone else's child.","God shield my mother played my father fair,",,
,,1,10,,For such a warpéd slip of wilderness,ibid1,,,
,,1,10,,"Ne'er issued from his blood. Take my defiance,",ibid2,,,
,,1,10,,"Die, perish! Might but my bending down",Isabel essentially closes out her rebuttal by saying that if she would not kneel down to save Claudio now.,"Die, perish!",,
,,1,10,,"Reprieve thee from thy fate, it should proceed.",,,,
,,1,10,,"I'll pray a thousand prayers for thy death,",,,,
,,1,10,,No word to save thee.,,,,
,,1,10,CLAUDIO,"Nay hear me, Isabel.",,,,
,,1,10,ISABEL,"O fie, fie, fie!",,,,
,,1,10,,"Thy sin's not accidental, but a trade.","**Accidental** here means occasional, which is juxtaposed with **trade**, describing an occupation -- she is accusing Claudio of being sinful to his core.",accidental; trade,,
,,1,10,,Mercy to thee would prove itself a bawd.,"A **bawd** refers to a go-between or a procurer of corruption. Since Isabel is claiming that Claudio's sin is a way of life for him, receiving mercy would just facilitate even more bad behavior.",bawd,,
,,1,10,,Tis best that thou diest quickly.,,,,
,,1,10,CLAUDIO,"O hear me, Isabella.",,,,
,,1,10,DUKE,"Vouchsafe a word, young sister, but one word.",,,,
,,1,10,ISABEL,What is your will?,,,,
,,1,10,DUKE,"Might you dispense with your leisure, I would by","In other words, it's both of our best interests that we have a chat real quick.",Might you dispense with your leisure,,
,,1,10,,and by have some speech with you. The satisfaction I,ibid1,,,
,,1,10,,would require is likewise your own benefit.,ibid2,,,
,,1,10,ISABEL,"I have no superfluous leisure, my stay must be",,,,
,,1,10,,stolen out of other affairs; but I will attend you a while.,**Attend you a while** here means that Isabel will hear the Duke out.,attend you a while,,
,,1,10,DUKE,"Son, I have overheard what hath passed between",,,,
,,1,10,,you and your sister. Angelo had never the purpose to,,,,
,,1,10,,"corrupt her; only he hath made an assay of her virtue,",An **assay** means a test of quality.,assay,,
,,1,10,,to practice his judgement with the disposition of natures.,"The Duke is suggesting that Angelo is testing Isabel's virtue to ""practice his judgement"" of human behavior. He is trying to resolve Claudio for death once more, close the door of possibility.",to practice his judgement,,
,,1,10,,"She, having the truth of honor in her, hath made him",,,,
,,1,10,,that gracious denial which he is most glad to receive. I,"**Gracious** here might best be understood to mean ""pious.""",gracious,,
,,1,10,,"am confessor to Angelo, and I know this to be true. Therefore prepare yourself to death. Do not [satisfy][falsify] your",,,,
,,1,10,,resolution with hopes that are fallible. Tomorrow you,,,,
,,1,10,,must die. Go to your knees and make ready.,,,,
,,1,10,CLAUDIO,Let me ask my sister pardon. I am so out of love,,,,
,,1,10,,with life that I will sue to be rid of it.,,,,
,,1,10,DUKE,Hold you there. Farewell.,,,,
,,1,10,StageDirection,[Claudio speaks aside with Isabel.],,,,
,,1,10,,"Provost, a word with you.",,,,
,,1,10,PROVOST,"What's your will, father?",,,,
,,1,10,DUKE,"That now you are come, you will be gone. Leave",,,,
,,1,10,,me a while with the maid. My mind promises with my,"The Duke is swearing by both his mind and his friar's clothing (his **habit**) here. But of course, he is not an actual friar.","mind, habit",,
,,1,10,,habit no loss shall touch her by my company.,,,,
,,1,10,PROVOST,In good time.,"Or, ""very well.""",In good time.,,
,,1,10,StageDirection,Exit Provost with Claudio.,,,,
,,1,10,DUKE,The hand that hath made you fair hath made,"The Duke is favorably comparing Isabel's physical beauty with her moral fortitude here. He goes on to compare her to other women who might be physically attractive but lacking in moral integrity (""The goodness that is cheap in beauty makes beauty brief in goodness""), asserting that her  ""grace"" (referring to piety) will keep her both physically and spiritually beautiful. George L. Geckle argues in his article [""Shakespeare's Isabella""](https://uidaho.idm.oclc.org/login?url=https://www.jstor.org/stable/2868806) that the Duke ""is expressing the commonplace Neoplatonic doctrine that true physical beauty is a reflection of true spiritual goodness"" (167).",,,
,,1,10,,you good. The goodness that is cheap in beauty makes,ibid1,,,
,,1,10,,"beauty brief in goodness; but grace, being the soul of",ibid2,,,
,,1,10,,"your complexion, shall keep the body of it ever fair.",ibid3,,,
,,1,10,,"The assault that Angelo hath made to you, fortune hath","**Assault** here meaning both an attack as well as an act of temptation. It's worth flagging that this word, especially in the context of this play, carries a lot of weight in our current vernacular.",assault,,
,,1,10,,conveyed to my understanding; and but that frailty hath,"**But that** means ""except for the fact that.""",but that,,
,,1,10,,"examples for his falling, I should wonder at Angelo. How",,,,
,,1,10,,"will you do to content this substitute, and to save your","**Content** here means to satisfy; **substitute** is the Duke's way of referring to Angelo, describing him as a subordinate to the true leader.",content; substitute,,
,,1,10,,brother?,,,,
,,1,10,ISABEL,I am now going to resolve him. I had rather my brother,"""I had rather my brother die by the law, then my son should be unlawfully born"" is a pretty straightforward sentiment, but it's worth flagging as a potent demonstration of the ways this play is concerned with women's autonomy within politics.",I had rather my brother,,
,,1,10,,"die by the law, then my son should be unlawfully born.",ibid1,,,
,,1,10,,"But O, how much is the good Duke deceived in Angelo!",,,,
,,1,10,,"If ever he return and I can speak to him, I will open my",,,,
,,1,10,,"lips in vain, or discover his government.","**Discover** here means ""to expose"" -- Isabel is saying she will reveal Angelo's corrupt way of governing to the Duke.",discover his government,,
,,1,10,DUKE,That shall not be much amiss. Yet as the matter,"Essentially, ""It's not worth exposing Angelo right now because he'll deny it. However, here's something you can do that will benefit everybody and won't compromise your character.""",,,
,,1,10,,"now stands, he will avoid your accusation: he made",ibid1,,,
,,1,10,,trial of you only. Therefore fasten your ear on my,ibid2,,,
,,1,10,,"advisings. To the love I have in doing good, a remedy",ibid3,,,
,,1,10,,presents itself. I do make myself believe that you may,,,,
,,1,10,,most uprighteously do a poor wronged lady a merited,,,,
,,1,10,,"benefit, redeem your brother from the angry law, do no",,,,
,,1,10,,"stain to your own gracious person, and much please",,,,
,,1,10,,"the absent Duke, if peradventure he shall ever return","**Peradventure** is an archaic of basically saying ""by chance"" -- ""if, by chance, the Duke will ever return and take care of this mess.""",peradventure,,
,,1,10,,to have hearing of this business.,ibid1,,,
,,1,10,ISABEL,Let me hear you speak farther. I have spirit to,"Isabel uses two different versions of the word ""spirit"" in this sentence: she wants to hear what the Duke has to say because she has the spirit (or courage) to do anything while respecting ""the truth of [her] spirit"" (or soul).",spirit,,
,,1,10,,do anything that appears not foul in the truth of my,ibid1,,,
,,1,10,,spirit.,ibid2,,,
,,1,10,DUKE,"Virtue is bold, and goodness never fearful. Have you",,,,
,,1,10,,"not heard speak of Mariana, the sister of Frederick, the",,,,
,,1,10,,great soldier who miscarried at sea?,**Miscarried** here meaning he was lost at sea.,miscarried,,
,,1,10,ISABEL,"I have heard of the lady, and good words went",,,,
,,1,10,,with her name.,,,,
,,1,10,DUKE,"She should this Angelo have married, was affianced","Mariana and Angelo were set to be married; she pledged herself in betrothal to him. The Folger Shakespeare Library edition of the play notes the ""puzzling"" nature of the phrase ""affianced to her oath,"" suggesting that it means ""perhaps, betrothed to her promise"" (106).",affianced,,
,,1,10,,"to her oath, and the nuptial appointed; between which",**Nuptial appointed** means the wedding day was scheduled.,nuptial appointed,,
,,1,10,,"time of the contract, and limit of the solemnity, her","This is a tricky line: **limit** here means a fixed period of time, while **solemnity** takes its archaic definition as a celebration.",limit; solemnity,,
,,1,10,,"brother Frederick was [wrackt][wrecked] at sea, having in that",[wrackt] in Folio; editors emend to [wrecked],wrackt,,
,,1,10,,perished vessel the dowry of his sister. But mark how,,,,
,,1,10,,heavily this befell to the poor gentlewoman: there she,,,,
,,1,10,,"lost a noble and renowned brother, in his love toward",,,,
,,1,10,,"her ever most kind and natural; with him, the portion",,,,
,,1,10,,"and sinew of her fortune, her marriage dowry; with",**Sinew** here means support -- she lost the financial support of her dowry.,sinew,,
,,1,10,,"both, her combinate husband, this well-seeming",**Combinate** is an old term to describe one who is betrothed. Notice **seeming** once again,combinate,,
,,1,10,,Angelo.,,,,
,,1,10,ISABEL,Can this be so? Did Angelo so leave her?,,,,
,,1,10,DUKE,"Left her in her tears, and dried not one of them",,,,
,,1,10,,"with his comfort; swallowed his vows whole, pretending",Angelo broke the engagement because her dowry sank at sea with her brother,swallowed,,
,,1,10,,"in her discoveries of dishonor; in few, bestowed her",Angelo claimed Marianna was not a virgin as an excuse to break the betrothal,discoveries,,
,,1,10,,"on her own lamentation, which she yet wears for his sake;","Mariana ""wears"" ""her own lamentations"" (meaning she truly experiences her grief) while Angelo is like a marble statue in refusing to relent.","on her own lamentation,",,
,,1,10,,"and he, a marble to her tears, is washed with them, but","Another reference to Angelo's hardness, coldness and",marble,,
,,1,10,,relents not.,,,,
,,1,10,ISABEL,What a merit were it in death to take this poor,,,,
,,1,10,,"maid from the world! What corruption in this life, that",,,,
,,1,10,,it will let this man live! But how out of this can she avail?,"**Avail** here means ""benefit"" or ""profit"" -- how can anything in this situation be beneficial for this woman?",avail,,
,,1,10,DUKE,"It is a rupture that you may easily heal, and the cure",,,,
,,1,10,,"of it not only saves your brother, but keeps you from",,,,
,,1,10,,dishonor in doing it.,,,,
,,1,10,ISABEL,"Show me how, good father.",,,,
,,1,10,DUKE,This forenamed maid hath yet in her the continuance,"The Duke is saying that Mariana is still in love with Angelo, ""her first affection."" ",,,
,,1,10,,"of her first affection: his unjust unkindness, that in all",,,,
,,1,10,,"reason should have quenched her love, hath, like an",,,,
,,1,10,,"impediment in the current, made it more violent and",,,,
,,1,10,,"unruly. Go you to Angelo, answer his requiring with","**Requiring** here acts as a noun that means ""demand."" So go tell Angelo you agree to what he demands",requiring,,
,,1,10,,"a plausible obedience, agree with his demands to the",In other words: agree to everything exactly as he says.,,,
,,1,10,,"point; only refer yourself to this advantage: first, that",,,,
,,1,10,,your stay with him may not be long; that the time may,,,,
,,1,10,,have all shadow and silence in it; and the place answer,,,,
,,1,10,,"to convenience. This being granted in course, and now",,,,
,,1,10,,follows all. We shall advise this wronged maid to stead,**Stead up** here means to fulfill on someone else's behalf -- they will send Mariana to Angelo in Isabel's place.,stead,,
,,1,10,,"up your appointment, go in your place. If the encounter",ibid1,up,,
,,1,10,,"acknowledge itself hereafter, it may compel him to her",,,,
,,1,10,,"recompense; and hear, by this is your brother saved,",compensation or benefit,recompense,,
,,1,10,,"your honor untainted, the poor Mariana advantaged,",,,,
,,1,10,,and the corrupt deputy scaled. The maid will I frame,"**Scaled** here refers to being evaluated or weighed as in a scale. This is almost certainly related to the scales of justice. **Frame** simply means ""prepare"" -- the Duke will prepare Mariana for this scheme.",scaled; frame,,
,,1,10,,and make fit for his attempt. If you think well to carry,,,,
,,1,10,,"this, as you may, the doubleness of the benefit defends",different benefits accrue to Isabel and to Mariana,doubleness,,
,,1,10,,the deceit from reproof. What think you of it?,,,,
,,1,10,ISABEL,"The image of it gives me content already, and I",,,,
,,1,10,,trust it will grow to a most prosperous perfection.,,,,
,,1,10,DUKE,It lies much in your holding up. Haste you speedily,,,,
,,1,10,,"to Angelo. If for this night he entreat you to his bed,",,,,
,,1,10,,give him promise of satisfaction. I will presently to Saint,,,,
,,1,10,,Luke's; there at the moated grange resides this dejected,solitary farmhouse,moated grange,,
,,1,10,,Mariana. At that place call upon me; and dispatch,,,,
,,1,10,,"with Angelo, that it may be quickly.",,,,
,,1,10,ISABEL,"I thank you for this comfort. Fare you well, good father.",,,,
,,1,10,StageDirection,"Exit Isabel. Enter Elbow, Clown, Officers.",,,,
,,1,10,ELBOW,"Nay, if there be no remedy for it, but that you",,,,
,,1,10,,"will needs buy and sell men and women like beasts, we",,,,
,,1,10,,shall have all the world drink brown and white bastard.,produce children of all complexions,bastard,,
,,1,10,DUKE,"O heavens, what stuff is here?",,,,
,,1,10,POMPEY,"Twas never merry world since, of two usuries,",Things have never been right,Twas never,,
,,1,10,,"the merriest was put down, and the worser allow'd by","**merriest** fornication, fucking; **worser** money-lending",merriest,,
,,1,10,,order of law; a furred gown to keep him warm -- and,,,,
,,1,10,,"furred with fox on lambskins too, to signify that craft,",,,,
,,1,10,,"being richer then innocency, stands for the facing.",,,,
,,1,10,ELBOW,"Come your way, sir. God bless you, good father",,,,
,,1,10,,friar.,,,,
,,1,10,DUKE,"And you, good brother father. What offense",,,,
,,1,10,,"hath this man made you, sir?",,,,
,,1,10,ELBOW,"Marry, sir, he hath offended the law; and, sir,",,,,
,,1,10,,"we take him to be a thief, too, sir, for we have found",,,,
,,1,10,,"upon him, sir, a strange picklock, which we have sent","a chastity belt perhaps, or a skeleton key",picklock,,
,,1,10,,to the deputy.,,,,
,,1,10,DUKE,"Fie, sirrah, a bawd, a wicked bawd!","This little tirade may be appropriate for a friar, but it is also ironic, given that the Duke JUST finished making arrangements for a bed trick of his own",bawd,,
,,1,10,,"The evil that thou causest to be done,",,,,
,,1,10,,That is thy means to live. Do thou but think,,,,
,,1,10,,"What 'tis to cram a maw, or clothe a back",,,,
,,1,10,,"From such a filthy vice. Say to thyself,",,,,
,,1,10,,"From their abominable and beastly touches,",,,,
,,1,10,,"I drink, I eat, array myself, and live.'",,,,
,,1,10,,"Canst thou believe thy living is a life,",,,,
,,1,10,,"So stinkingly depending? Go mend, go mend.",,,,
,,1,10,POMPEY,"Indeed it does stink in some sort, sir. But yet, sir, I",,,,
,,1,10,,would prove --,,,,
,,1,10,DUKE,"Nay, if the devil have given thee proofs for sin,",,,,
,,1,10,,"Thou wilt prove his. Take him to prison, officer.",,,,
,,1,10,,Correction and instruction must both work,,,,
,,1,10,,Ere this rude beast will profit.,,,,
,,1,10,ELBOW,"He must before the deputy, sir; he has given him",,,,
,,1,10,,warning. The deputy cannot abide a whoremaster.,,,,
,,1,10,,"If he be a whoremonger and comes before him, he were",,,,
,,1,10,,as good go a mile on his errand.,,,,
,,1,10,DUKE,That we were all as some would seem to be --,,,,
,,1,10,,"Free from our faults, [as][or] faults from seeming free.",truly free from our own faults,seeming free,,
,,1,10,StageDirection,Enter Lucio.,,,,
,,1,10,ELBOW,"His neck will come to your waist: a cord, sir.",His neck will be like the Friar's waist; it will have a cord around it (when he hangs),a cord,,
,,1,10,POMPEY,"I spy comfort, I cry bail: here's a gentleman,",,,,
,,1,10,,and a friend of mine.,,,,
,,1,10,LUCIO,"How now, noble Pompey? What, at the wheels",,,,
,,1,10,,"of Caesar? Art thou led in triumph? What, is there none",,,,
,,1,10,,of Pygmalion's images newly made woman to be had,,,,
,,1,10,,"now, for putting the hand in the pocket and extracting","picking a pocket, or finding bail money",extracting,,
,,1,10,,clutched? What reply? Ha? What sayest thou to this,,,,
,,1,10,,"tune, matter, and method? Is't not drown'd i'th last",,,,
,,1,10,,"rain, ha? What sayest thou, trot? Is the world as it was,",derogatory name for a midwife or an old woman,trot,,
,,1,10,,man? Which is the way? Is it sad and few words?,,,,
,,1,10,,Or how? The trick of it?,,,,
,,1,10,DUKE,"Still thus, and thus; still worse!",,,,
,,1,10,LUCIO,"How doth my dear morsel thy mistress? Procures she still, ha?","lascivious name for a woman, like a 'side piece' now",morsel,,
,,1,10,POMPEY,"Troth, sir, she hath eaten up all her beef, and she",worn out all her prostitutes,eaten up,,
,,1,10,,is herself in the tub.,the sweating tub was a treatment for veneral disease,tub,,
,,1,10,LUCIO,"Why 'tis good. It is the right of it, it must be so.",,,,
,,1,10,,"Ever your fresh whore, and your powdered bawd; an",,,,
,,1,10,,"unshunned consequence, it must be so. Art going to","Young sex workers turn into old madams, Lucio is saying",unshunned,,
,,1,10,,"prison, Pompey?",,,,
,,1,10,POMPEY,"Yes, faith, sir.",,,,
,,1,10,LUCIO,"Why 'tis not amiss, Pompey. Farewell. Go; say",,,,
,,1,10,,"I sent thee thither. For debt, Pompey, or how?",,,,
,,1,10,ELBOW,"For being a bawd, for being a bawd.",,,,
,,1,10,LUCIO,"Well then, imprison him. If imprisonment be",,,,
,,1,10,,"the due of a bawd, why, 'tis his right. Bawd is he doubtless, and of antiquity, too -- bawd borne. Farewell, good",,,,
,,1,10,,"Pompey. Commend me to the prison, Pompey. You will",,,,
,,1,10,,"turn good husband now, Pompey; you will keep the house.",The **house** being the prison,house,,
,,1,10,POMPEY,"I hope, sir, your good worship will be my bail?",,,,
,,1,10,LUCIO,"No, in faith, will I not, Pompey; it is not the wear.",,,,
,,1,10,,"I will pray, Pompey, to increase your bondage. If you",,,,
,,1,10,,"take it not patiently, why, your mettle is the more.",,,,
,,1,10,,"Adieu, trusty Pompey. -- God bless you, Friar.",,,,
,,1,10,DUKE,And you.,,,,
,,1,10,LUCIO,"Does Bridget paint still, Pompey, ha?",,,,
,,1,10,ELBOW,"Come your ways, sir, come.",,,,
,,1,10,POMPEY,"You will not bail me then, sir?",,,,
,,1,10,LUCIO,"Then, Pompey, nor now. What news abroad, friar,",Neither then or now,Then,,
,,1,10,,what news?,,,,
,,1,10,ELBOW,"Come your ways, sir, come.",,,,
,,1,10,LUCIO,"Go to kennel, Pompey, go: what news, friar, of the Duke?","Some critics speculate that Lucio has figured out that the Friar is the Duke. If he has, the question then is: why would he deliberately provoke the Duke's wrath?",Duke,,
,,1,10,DUKE,I know none. Can you tell me of any?,,,,
,,1,10,LUCIO,Some say he is with the Emperor of Russia: other,,,,
,,1,10,,"some, he is in Rome. But where is he, think you?",,,,
,,1,10,DUKE,"I know not where; but wheresoever, I wish him well.",,,,
,,1,10,LUCIO,"It was a mad, fantastical trick of him to steal from",Leave surreptitiously,steal from,,
,,1,10,,"the state, and usurp the beggary he was never",,,,
,,1,10,,born to. Lord Angelo dukes it well in his absence;,,,,
,,1,10,,he puts transgression to't.,,,,
,,1,10,DUKE,He does well in't.,,,,
,,1,10,LUCIO,A little more lenity to lechery would do no harm in,,,,
,,1,10,,"him. Something too crabbed that way, friar.",harsh,crabbed,,
,,1,10,DUKE,"It is too general a vice, and severity must cure it.",,,,
,,1,10,LUCIO,"Yes, in good faith, the vice is of a great kindred,",,,,
,,1,10,,"it is well allied. But it is impossible to extirp it quite,",,,,
,,1,10,,"friar, till eating and drinking be put down. They say",,,,
,,1,10,,"this Angelo was not made by man and woman, after","yet again, Angelo is not quite human like the rest of us",Angelo,,
,,1,10,,"this downright way of creation. Is it true, think",the way that procreation among human beings leads to babies,downright way,,
,,1,10,,you?,,,,
,,1,10,DUKE,"How should he be made, then?",,,,
,,1,10,LUCIO,"Some report a sea-maid spawned him; some,","Angelo is cold, like the sea",sea-maid,,
,,1,10,,that he was begot between two stockfishes. But it,cold and bloodless dead fish,stockfishes,,
,,1,10,,"is certain that when he makes water, his urine is",when he pees,makes water,,
,,1,10,,congealed ice; that I know to be true. And he is a motion,His bodily fluids are so cold,congealed,,
,,1,10,,ungenerative; that's infallible.,,,,
,,1,10,DUKE,"You are pleasant, sir, and speak apace.",You've got jokes,pleasant,,
,,1,10,LUCIO,"Fore God, what a ruthless thing is this in him, for",,,,
,,1,10,,"the rebellion of a codpiece, to take away the life of a",Here signifying genitals,codpiece,,
,,1,10,,man! Would the Duke that is absent have done this?,,,,
,,1,10,,Ere he would have hang'd a man for the getting a,,,,
,,1,10,,"hundred bastards, he would have paid for the nursing",,,,
,,1,10,,"a thousand. He had some feeling of the sport, he knew",,,,
,,1,10,,"the service, and that instructed him to mercy.",,,,
,,1,10,DUKE,I never heard the absent Duke much detected,,,,
,,1,10,,for women; he was not inclined that way.,,,,
,,1,10,LUCIO,"O sir, you are deceived.",,,,
,,1,10,DUKE,Tis not possible.,,,,
,,1,10,LUCIO,"Who, not the Duke? 'Sblood, your beggar of fifty;",,,,
,,1,10,,"and his use was, to put a ducket in her clack-dish. The",Put a coin in her begging bowl; euphemism for copulate with her,clack-dish,,
,,1,10,,"Duke had crochets in him. He would be drunk too,","whims, perverse fancies",crotchets,,
,,1,10,,that let me inform you.,,,,
,,1,10,DUKE,"You do him wrong, surely.",,,,
,,1,10,LUCIO,"Sir, I was an inward of his. A shy fellow was","One privy to another's thoughts, a confidant",inward,,
,,1,10,,"the Duke, and I believe I know the cause of his",,,,
,,1,10,,withdrawing.,,,,
,,1,10,DUKE,"What, I prithee, might be the cause?",,,,
,,1,10,LUCIO,"No, pardon, 'tis a secret must be locked within the",,,,
,,1,10,,teeth and the lips. But this I can let you understand:,,,,
,,1,10,,the greater file of the subject held the Duke to be wise.,,,,
,,1,10,DUKE,"Wise? Why, no question but he was.",,,,
,,1,10,LUCIO,"A very superficial, ignorant, unweighing fellow.",,,,
,,1,10,DUKE,"Either this is envy in you, folly, or mistaking.",,,,
,,1,10,,"The very stream of his life, and the business he hath",,,,
,,1,10,,"helmed, must, upon a warranted need, give him a better",,,,
,,1,10,,proclamation. Let him be but testimonied in his own,,,,
,,1,10,,"bringings-forth, and he shall appear to the envious a",,,,
,,1,10,,"scholar, a statesman, and a soldier. Therefore you speak",,,,
,,1,10,,"unskillfully, or, if your knowledge be more, it is",ignorantly or foolishly,unskillfully,,
,,1,10,,darkened in your malice.,hatred or ill-intent,malice,,
,,1,10,LUCIO,"Sir, I know him, and I love him.",,,,
,,1,10,DUKE,"Love talks with better knowledge, and knowledge with dearer",,,,
,,1,10,,love.,,,,
,,1,10,LUCIO,"Swounds, sir! I know what I know.","Obscene word meaning ""God's wounds."" Considered profanity in 1605.",Swounds,,
,,1,10,DUKE,"I can hardly believe that, since you know not what",,,,
,,1,10,,"you speak. But if ever the Duke return, as our",,,,
,,1,10,,"prayers are he may, let me desire you to make your answer",,,,
,,1,10,,"before him. If it be honest you have spoke, you have",I request that you tell the Duke personally when he returns and we shall see if you are brave and can keep your story straight. Here the Duke is insinuating that Lucio is lying.,"If it be honest you have spoke,",,
,,1,10,,courage to maintain it. I am bound to call upon,ibid1,,,
,,1,10,,"you, and I pray you your name?",,,,
,,1,10,LUCIO,"Sir, my name is Lucio, well known to the Duke.",Is he well known to the Duke or is he bragging to make himself seem important?,,,
,,1,10,DUKE,"He shall know you better, sir, if I may live to report you.",**report** here means to describe.,report,,
,,1,10,LUCIO,I fear you not.,,,,
,,1,10,DUKE,"O, you hope the Duke will return no more, or you",,,,
,,1,10,,imagine me too unhurtful an opposite. But indeed,"**unhurtful** means harmless, **opposite** means enemy or adversary.",opposite,,
,,1,10,,I can do you little harm; you'll forswear this again?,**forswear* means to reject or renounce under oath.,forswear,,
,,1,10,LUCIO,"I'll be hanged first. Thou art deceived in me, friar.",You have misjudged me.,"Thou art deceived in me, friar.",,
,,1,10,,But no more of this. Canst thou tell if Claudio die,,,,
,,1,10,,tomorrow or no?,,,,
,,1,10,DUKE,"Why should he die, sir?",,,,
,,1,10,LUCIO,Why? For filling a bottle with a tundish. I would the,**tundish** here refers to a funnel used in steelmaking through which molten metal is poured. The description of a tundish being put into a bottle is a clear euphemism for sex.,tundish,,
,,1,10,,Duke we talk of were returned again; this ungenitured,**ungenitured** means genderless or without genitals,ungenitured,,
,,1,10,,agent will unpeople the province with continency.,**agent** is a deputy or servant (referencing Angelo). **continency** means sexual restraint or abstinence. Lucio remarks that Angelo will cause the population to decrease because of his strict abstinence policy and enforcement.,"agent, continency",,
,,1,10,,"Sparrows must not build in his house-eaves, because","Lucio jokes that even sparrows cannot build nests on Angelo’s roof because they would be subject to his harsh policies for constantly mating.
",,,
,,1,10,,they are lecherous. The Duke yet would have dark,**dark deeds** here is a reference to crime.,dark deeds,,
,,1,10,,deeds darkly answered: he would never bring them,"**darkly answered** means in secret. Lucio is saying that although the Duke is strict with crime and punishment, it is handled discretely and without public shaming, unlike Angelo.",darkly answered,,
,,1,10,,"to light. Would he were returned. Marry, this Claudio",,,,
,,1,10,,"is condemned for untrussing. Farwell, good friar.","**untrussing** means undressing, or more literally removing the laces used to hold up a man’s breeches.",untrussing,,
,,1,10,,"I prithee pray for me. The Duke, I say to thee again,",,,,
,,1,10,,"would eat mutton on Fridays. He's now past it, yet -- and,","**eat mutton on Fridays** This is a double word play. Eating meat on Fridays was forbidden by the church and eating mutton is a euphemism for visiting prostitutes, poss oral sex. A clear reference to the Duke being human too and not above sin and temptation.",eat mutton on Fridays,,
,,1,10,,"I say to thee -- he would mouth with a beggar, though","**mouth** here may mean kiss, or less likely “to talk with.”",mouth,,
,,1,10,,she smelt brown bread and garlic. Say that I said so.,"**smelt** means smelled of. Brown bread here refers to coarse brown or rye bread, which soured the breath.",smelt,,
,,1,10,,Farewell.,,,,
,,1,10,,Lucio exit.,,,,
,,1,10,DUKE,"No might, nor greatness in mortality",,,,
,,1,10,,Can censure scape; back-wounding calumny,**censure scape** means to escape criticism and judgment. **back-wounding** means back stabbing or betrayal. **calumny** refers to slander or defamation (a false statement meant to harm).,censure scape; back-wounding calumny,,
,,1,10,,The whitest virtue strikes. What king so strong,**whitest virtue** means most innocent.,whitest virtue,,
,,1,10,,Can tie the gall up in the slanderous tongue?,"**gall** here refers to bitterness of spirit, rancor.",gall,,
,,1,10,,But who comes here?,,,,
,,1,10,StageDirection,"Enter Escalus, Provost, and Bawd.",,,,
,,1,10,ESCALUS,"Go, away with her to prison.",,,,
,,1,10,BAWD,"Good my lord, be good to me. Your honor",,,,
,,1,10,,"is accounted a merciful man, good my lord.",,,,
,,1,10,ESCALUS,"Double and treble admonition, and still forfeit in",**Double and treble admonition** means warned two and three times and continued the criminal behavior and is therefore subject to punishment for repeated offenses. ,double and treble admonition,,
,,1,10,,the same kind? This would make mercy swear and,**mercy swear** is to make the saints swear.,mercy,,
,,1,10,,play the tyrant.,,,,
,,1,10,PROVOST,"A bawd of eleven years' continuance, may it",She has been sexually transgressing (operating a brothel) for eleven years stright. **continuance** means without stop,bawd,,
,,1,10,,please your honor.,,,,
,,1,10,BAWD,"My lord, this is one Lucio's information against me.",**information** here means accusation.,information,,
,,1,10,,Mistress Kate Keepdown was with child by him in the,Lucio impregnated Mistress Keepdown,,,
,,1,10,,Duke's time; he promised her marriage. His child is a,,,,
,,1,10,,year and a quarter old come Philip and Jacob. I have,**come Philip and Jacob** refers to The feast of St. Philip and James in on May 1st. (https://www.worldhistory.org/article/1581/holidays-in-the-elizabethan-era/) She has kept the child and has been raising it only for Lucio to betray her. **abuse** here means slander.,"Phillip and Jacob, abuse",,
,,1,10,,kept it myself; and see how he goes about to abuse me.,ibid1,,,
,,1,10,ESCALUS,That fellow is a fellow of much license. Let,,,,
,,1,10,,him be called before us. Away with her to prison.,,,,
,,1,10,,"Go to, no more words. Provost, my brother Angelo","**go to** an expression of impatience. **brother** fellow justice,colleague.","go to, brother",,
,,1,10,,will not be alter'd; Claudio must die tomorrow: let,**will not be alter’d** will not change his mind,,,
,,1,10,,"him be furnished with divines, and have all charitable","**divines** means clergymen. Here Escalus is asking for Claudio to have his last rights administered. **brother** here means colleague. **Wrought by my pity** means acted with or felt the same pity as me. Esculus is saying that if he were in charge of Claudio’s fate, rather than Angelo, Claudio would be spared. **him** here refers to Claudio.",divines,,
,,1,10,,"preparation. If my brother wrought by my pity, it should",ibid1,,,
,,1,10,,not be so with him.,ibid2,,,
